URL,Name-Original,Type,Category,Name,Name,Req-Race1,Req-Race2,Req-Class,Req-Align,Req-Other,Req-Faith,Req-Place,Description,Source
http://www.d20pfsrd.com/traits/combat-traits/deft-dodger,Deft Dodger,Basic,Combat,Deft Dodger,Deft Dodger,,,,,,,,You gain a +1 trait bonus on Reflex saving throws.,
http://www.d20pfsrd.com/traits/combat-traits/demon-slayer-mendev-crusaders,Demon Slayer,Basic,Combat,Demon Slayer,Demon Slayer,,,,,Member of Crusaders,,,"You can attempt a Knowledge (planes) check to find a demon’s weak spot. (DC 10 + the demon’s CR). If you succeed, you gain a +3 trait bonus on rolls to confirm critical hits against that demon until the end of the battle. This effect only works on demons.",
http://www.d20pfsrd.com/traits/combat-traits/demon-smiter-combat,Demon Smiter,Basic,Combat,Demon Smiter,Demon Smiter,,,,,,,,"Once per day when fighting demons, you gain a +4 trait bonus on a single attack roll.",
http://www.d20pfsrd.com/traits/combat-traits/dirty-fighter,Dirty Fighter,Basic,Combat,Dirty Fighter,Dirty Fighter,,,,,,,,You gain a +1 trait bonus to damage rolls against opponents you are flanking.,
http://www.d20pfsrd.com/traits/combat-traits/disillusioned,Disillusioned,Basic,Combat,Disillusioned,Disillusioned,,,,,,,,You gain a +2 trait bonus on Will saving throws against emotion and fear effects.,
http://www.d20pfsrd.com/traits/combat-traits/dispelled-battler,Dispelled Battler,Basic,Combat,Dispelled Battler,Dispelled Battler,,,,,,,,"You gain a +1 trait bonus on weapon attack and damage rolls while within an area of antimagic such as that created by an antimagic field. You also gain this bonus for 1 round after you are subject to an area or targeted dispel magic spell, regardless of the effect's success or failure in dispelling your spells and magical effects.",
http://www.d20pfsrd.com/traits/combat-traits/dueling-cloak-adept,Dueling Cloak Adept,Basic,Combat,Dueling Cloak Adept,Dueling Cloak Adept,,,,,,,,"While wearing a cloak and using a dueling sword, you gain a +2 trait bonus on Bluff checks made to feint. Additionally, every time you successfully feint while wearing a cloak, you gain a +1 dodge bonus to your Armor Class until your next turn.",
http://www.d20pfsrd.com/traits/combat-traits/easy-way-or-the-hard-way,Easy Way or the Hard Way,Basic,Combat,Easy Way or the Hard Way,Easy Way or the Hard Way,,,,,,,,"Whenever you attack one of your favored enemies with a weapon that deals lethal damage and choose to deal nonlethal damage, you take only a –2 penalty on the attack roll instead of the normal –4 .",
http://www.d20pfsrd.com/traits/combat-traits/evasive-sting,Evasive Sting,Basic,Combat,Evasive Sting,Evasive Sting,,,,,,,,You gain a +1 dodge bonus to AC against enemies that are both your favored enemy and at least two size categories larger than you.,
http://www.d20pfsrd.com/traits/combat-traits/excitable,Excitable,Basic,Combat,Excitable,Excitable,Gnome,,,,,,,You gain a +2 trait bonus on all Initiative checks.,
http://www.d20pfsrd.com/traits/combat-traits/faith-s-hunter,Faith's Hunter,Basic,Combat,Faith's Hunter,Faith's Hunter,,,,,,,,"When you confirm a critical hit against a favored enemy, you may extend the duration of any divine spell affecting you by 1 round. The benefits from multiple critical hits stack. Divine spells with an instantaneous duration can't be extended in this manner.",
http://www.d20pfsrd.com/traits/combat-traits/fencer,Fencer,Basic,Combat,Fencer,Fencer,,,,,,,,"You gain a +1 trait bonus on attacks of opportunity made with daggers, swords, and similar bladed weapons.",
http://www.d20pfsrd.com/traits/combat-traits/firebug,Firebug,Basic,Combat,Firebug,Firebug,Kobold,Red-Scaled,,,,,,You gain a +1 trait bonus on attack rolls made with thrown splash weapons and alchemist bombs.,
http://www.d20pfsrd.com/traits/combat-traits/hard-to-kill-combat,Hard to Kill,Basic,Combat,Hard to Kill,Hard to Kill,,,,,,,,"When you are attempting a Constitution check to stabilize when dying, the penalty on the check is only half your negative hit point total instead of your full negative hit point total.",
http://www.d20pfsrd.com/traits/combat-traits/helpful-combat,Helpful,Basic,Combat,Helpful,Helpful,Halfling,,,,,,,"When using the aid another action, you grant your ally a +3 bonus instead of a +2 bonus.",
http://www.d20pfsrd.com/traits/combat-traits/hidden-hand,Hidden Hand,Basic,Combat,Hidden Hand,Hidden Hand,,,,,,,,You gain a +1 trait bonus on Sleight of Hand checks made to conceal light weapons and a +1 trait bonus on attack rolls when making an attack with a light weapon during a surprise round.,
http://www.d20pfsrd.com/traits/combat-traits/hill-fighter,Hill Fighter,Basic,Combat,Hill Fighter,Hill Fighter,,,,,,,,"You may run or charge downhill on a steep slope (moving up to your base speed) without making an Acrobatics check to avoid stumbling but if you travel farther than this distance, the normal rules for steep slopes apply.",
http://www.d20pfsrd.com/traits/combat-traits/holdout,Holdout,Basic,Combat,Holdout,Holdout,,,,,,,,You gain a +1 trait bonus to your CMD against disarm and steal combat maneuvers.,
http://www.d20pfsrd.com/traits/combat-traits/honored-fist-of-the-society-monk-pathfinder-society,Honored Fist of the Society,Basic,Combat,Honored Fist of the Society,Honored Fist of the Society,,,Monk,,Society,,,You increase your ki pool by 1 point.,
http://www.d20pfsrd.com/traits/combat-traits/hunter-s-knack,Hunter's Knack,Basic,Combat,Hunter's Knack,Hunter's Knack,,,,,,,,You gain a +1 trait bonus on attack rolls against your favored enemies when you make such attacks as part of a readied action.,
http://www.d20pfsrd.com/traits/combat-traits/improvised-defense-combat,Improvised Defense,Basic,Combat,Improvised Defense,Improvised Defense,,,,,,,,"Whenever you wield an improvised weapon, you gain a +1 shield bonus to AC. If you use the improvised weapon to attack, you lose this shield bonus until the beginning of your next turn.",
http://www.d20pfsrd.com/traits/combat-traits/indelible-ire,Indelible Ire,Basic,Combat,Indelible Ire,Indelible Ire,,,,,,,,"Each time a critical hit is confirmed against you, you gain a +1 trait bonus on attack rolls for 1 round.",
http://www.d20pfsrd.com/traits/combat-traits/inspiring,Inspiring,Basic,Combat,Inspiring,Inspiring,,,,,,,,"As a standard action, you can speak words of encouragement to grant a +1 morale bonus to an ally within 30 feet who can see and hear you. The ally can use this bonus on any d20 roll of her choice before the start of your next turn. You cannot use this trait to grant a bonus to yourself or to an ally who has already benefited from this trait within the last 24 hours.",
http://www.d20pfsrd.com/traits/combat-traits/inspiring-rush,Inspiring Rush,Basic,Combat,Inspiring Rush,Inspiring Rush,,,,,,,,"Once per day when you make a charge attack, you gain a +1 trait bonus on both your attack and damage rolls, as do any allies who make a charge attack before the beginning of your next turn.",
http://www.d20pfsrd.com/traits/combat-traits/jungle-fighter,Jungle Fighter,Basic,Combat,Jungle Fighter,Jungle Fighter,,,,,,,,Your speed may not be reduced to less than 10 feet by difficult terrain in jungles (meaning you may take a 5-foot step in difficult terrain and not provoke an attack of opportunity).,
http://www.d20pfsrd.com/traits/combat-traits/just-like-new,Just Like New,Basic,Combat,Just Like New,Just Like New,,,,,,,,"Your first attempt to remove the broken condition from your starting firearm and to upgrade it to a masterwork weapon costs 150 gp instead of 300 gp. In addition, when wielding a firearm that has the broken condition or is treated as if it had the broken condition, you take a –1 penalty on attack rolls made with it instead of the normal –2.",
http://www.d20pfsrd.com/traits/combat-traits/killer,Killer,Basic,Combat,Killer,Killer,,,,,,,,You gain a trait bonus to damage rolls equal to your weapon’s critical hit modifier when you score a successful critical hit with a weapon; this additional damage is added to the final total.,
http://www.d20pfsrd.com/traits/combat-traits/kin-guardian,Kin Guardian,Basic,Combat,Kin Guardian,Kin Guardian,,,,,,,,"When you use the aid another action to give a member of your family a bonus to AC, increase the bonus by 2. This increase is a trait bonus (and therefore doesn't stack with increases granted by other family members using this trait). This trait has no effect when using the aid another action to increase a family member's next attack roll.",
http://www.d20pfsrd.com/traits/combat-traits/larger-than-life,Larger Than Life,Basic,Combat,Larger Than Life,Larger Than Life,,,,,,,,"When you use the Intimidate skill on a creature while wielding a firearm, you are considered one size category larger than your actual size.",
http://www.d20pfsrd.com/traits/combat-traits/martial-performer,Martial Performer,Basic,Combat,Martial Performer,Martial Performer,,,,,,,,"When you gain a monk bonus feat, you may instead take a performance feat for which you meet the prerequisites.",
http://www.d20pfsrd.com/traits/combat-traits/muscle-of-the-society,Muscle of the Society,Basic,Combat,Muscle of the Society,Muscle of the Society,,,,,,,,"You gain a +2 trait bonus on Strength checks made to break doors and lift portcullises, and you treat your Strength score as 2 higher for the purpose of determining your carrying capacity.",
http://www.d20pfsrd.com/traits/combat-traits/nature-s-mimic,Nature's Mimic,Basic,Combat,Nature's Mimic,Nature's Mimic,,,,,,,,"You gain a +1 trait bonus on all Knowledge (nature) checks, and Knowledge (nature) is always a class skill for you. You can make Knowledge (nature) checks pertaining to animals that correspond to your style feats untrained.",
http://www.d20pfsrd.com/traits/combat-traits/never-stop-shooting,Never Stop Shooting,Basic,Combat,Never Stop Shooting,Never Stop Shooting,,,,,,,,"If your hit point total drops to 0 or lower but you are not dead, you may act as if disabled rather than dying (as if you possessed the Diehard feat). However, you can use your actions only to draw a firearm, reload a firearm, or attack with a firearm. If you have the Diehard feat, this trait also allows you to substitute your Wisdom score for your Constitution score for the purpose of determining the negative hit point total at which you die.",
http://www.d20pfsrd.com/traits/combat-traits/pillager,Pillager,Basic,Combat,Pillager,Pillager,,,,,,,,You gain a +1 trait bonus on combat maneuver checks to perform disarm and steal combat maneuvers.,
http://www.d20pfsrd.com/traits/combat-traits/reactionary,Reactionary,Basic,Combat,Reactionary,Reactionary,,,,,,,,You gain a +2 trait bonus to Initiative checks.,
http://www.d20pfsrd.com/traits/combat-traits/reckless,Reckless,Basic,Combat,Reckless,Reckless,,,,,,,,"You gain a +1 bonus on Acrobatics checks, and Acrobatics is always a class skill for you.",
http://www.d20pfsrd.com/traits/combat-traits/reckless-contempt,Reckless Contempt,Basic,Combat,Reckless Contempt,Reckless Contempt,,,,,,,,"Whenever you provoke an attack of opportunity by firing a firearm, you gain a +1 trait bonus on the attack roll that provoked the attack of opportunity.",
http://www.d20pfsrd.com/traits/combat-traits/resilient,Resilient,Basic,Combat,Resilient,Resilient,,,,,,,,You gain a +1 trait bonus on Fortitude saves.,
http://www.d20pfsrd.com/traits/combat-traits/resolve-of-the-rejected,Resolve of the Rejected,Basic,Combat,Resolve of the Rejected,Resolve of the Rejected,,,,,,,,"You gain a +1 trait bonus on all saving throws against charm and compulsion effects. Also, once per day when you succeed at a saving throw against such an effect, you regain 1 grit point.",
http://www.d20pfsrd.com/traits/combat-traits/river-fighter,River Fighter,Basic,Combat,River Fighter,River Fighter,,,,,,,,You may swim downstream or cross-current as a charge if you make your Swim DC by 5 or more.,
http://www.d20pfsrd.com/traits/combat-traits/savanna-hunter,Savanna Hunter,Basic,Combat,Savanna Hunter,Savanna Hunter,,,,,,,,"You gain a +1 trait bonus on attacks of opportunity attack rolls made with a shortspear, as well as a +1 racial bonus on Constitution checks to continue running and avoid nonlethal damage from a forced march.",
http://www.d20pfsrd.com/traits/combat-traits/scarred-descendant,Scarred Descendant,Basic,Combat,Scarred Descendant,Scarred Descendant,,,,,,,,You gain a +1 trait bonus on rolls to confirm critical hits against favored enemies of your own subtype and on Survival checks made to track such creatures.,
http://www.d20pfsrd.com/traits/combat-traits/slippery-bellflower-network,Slippery,Basic,Combat,Slippery,Slippery,,,,,Special Network,,,You gain a +1 trait bonus on Stealth checks and Stealth is always a class skill for you.,
http://www.d20pfsrd.com/traits/combat-traits/soaring-sprinter,Soaring Sprinter,Basic,Combat,Soaring Sprinter,Soaring Sprinter,,,,,,,,"You gain a +2 trait bonus on Acrobatics checks to keep your balance or jump, and Acrobatics becomes a class skill for you.",
http://www.d20pfsrd.com/traits/combat-traits/sprint-gnome,Sprint,Basic,Combat,Sprint,Sprint,Gnome,,,,,,,"If you do nothing but move in a turn (that is, if you run or use both of your actions in a round to move your speed) and you are in no armor or light armor, you may move an extra 5 feet.",
http://www.d20pfsrd.com/traits/combat-traits/startling-report,Startling Report,Basic,Combat,Startling Report,Startling Report,,,,,,,,"When you shoot a firearm, you gain a +2 trait bonus on Intimidate checks for 1 round against those who heard the shot.",
http://www.d20pfsrd.com/traits/combat-traits/steel-skin,Steel Skin,Basic,Combat,Steel Skin,Steel Skin,,,,,,,,"You gain the ability to don or remove heavy armor in half the normal time. Additionally, you begin play with a great helm bearing the iconography of your family (this helm grants no special defensive benefits). While wearing this helm with a suit of heavy armor, you gain a +2 trait bonus on Intimidate checks.",
http://www.d20pfsrd.com/traits/combat-traits/strong-arm-supple-wrist,"Strong Arm, Supple Wrist",Basic,Combat,"Strong Arm, Supple Wrist","Strong Arm, Supple Wrist",,,,,,,,"Whenever you move at least 10 feet before making an attack with a thrown weapon, you add 10 feet to the range increment of the weapon thrown. You can only gain this benefit once per round.",
http://www.d20pfsrd.com/traits/combat-traits/surprise-weapon,Surprise Weapon,Basic,Combat,Surprise Weapon,Surprise Weapon,,,,,,,,You gain a +2 trait bonus on attack rolls with improvised weapons.,
http://www.d20pfsrd.com/traits/combat-traits/sworn-enemy,Sworn Enemy,Basic,Combat,Sworn Enemy,Sworn Enemy,,,,,,,,Choose a creature type from ranger's list of favored enemies. You gain a +1 trait bonus on attacks of opportunity against the chosen creature type.,
http://www.d20pfsrd.com/traits/combat-traits/tactician,Tactician,Basic,Combat,Tactician,Tactician,,,,,,,,"You gain a +1 trait bonus on initiative checks. In addition, once per day when you make an attack of opportunity, you gain a +2 trait bonus on the attack roll.",
http://www.d20pfsrd.com/traits/combat-traits/threatening-defender,Threatening Defender,Basic,Combat,Threatening Defender,Threatening Defender,,,,,,,,"When you use Combat Expertise, reduce the number you subtract from your melee attack rolls by 1.",
http://www.d20pfsrd.com/traits/combat-traits/tracker-of-the-society-ranger-pathfinder-society,Tracker of the Society,Basic,Combat,Tracker of the Society,Tracker of the Society,,,Ranger,,Society,,,You gain a +1 trait bonus on Initiative checks and a +2 trait bonus on Survival skill checks made while traveling through any of your favored terrains. This is in addition to any bonuses you receive from your Favored Terrain class ability.,
http://www.d20pfsrd.com/traits/combat-traits/unblemished-barrel,Unblemished Barrel,Basic,Combat,Unblemished Barrel,Unblemished Barrel,,,,,,,,"You gain a +1 trait bonus on Craft (alchemy) and Craft (weapons) checks, and it takes you only 30 minutes to remove the broken condition from a firearm.",
http://www.d20pfsrd.com/traits/combat-traits/vengeful,Vengeful,Basic,Combat,Vengeful,Vengeful,,,,,,,,"Whenever you strike the last creature that damaged you in the past 24 hours, you gain a +1 trait bonus on damage rolls against that creature.",
http://www.d20pfsrd.com/traits/combat-traits/vigilant-battler,Vigilant Battler,Basic,Combat,Vigilant Battler,Vigilant Battler,,,,,,,,You gain a +1 trait bonus on all Sense Motive checks. This trait bonus increases to +2 when used to counter a feint in combat.,
http://www.d20pfsrd.com/traits/combat-traits/weapon-of-peace-combat,Weapon of Peace,Basic,Combat,Weapon of Peace,Weapon of Peace,,,,,,,,"When using a melee weapon that deals lethal damage to instead deal nonlethal damage, you take only a –2 attack penalty instead of –4.",
http://www.d20pfsrd.com/traits/combat-traits/witty-repartee-kitharodian-academy,Witty Repartee,Basic,Combat,Witty Repartee,Witty Repartee,,,,,,,Academy Membership,You gain a +1 trait bonus on Bluff checks and Bluff is always a class skill for you.,
http://www.d20pfsrd.com/traits/faith-traits/authoritarian,Authoritarian,Basic,Faith,Authoritarian,Authoritarian,,,,,,,,"As long as you are acting in the service of a liege or leader you recognize as legitimate, you gain a +2 trait bonus on saving throws against fear and compulsion effects.",
http://www.d20pfsrd.com/traits/faith-traits/beacon-of-faith,Beacon of Faith,Basic,Faith,Beacon of Faith,Beacon of Faith,,,,,,,,"Once per day as a free action, you may treat your caster level as if it were 2 levels higher when using one of the granted powers of your domain or inquisition, or when casting one of your domain spells.",
http://www.d20pfsrd.com/traits/faith-traits/birthmark,Birthmark,Basic,Faith,Birthmark,Birthmark,,,,,,,,Your birthmark can serve as a divine focus for casting spells and you gain a +2 trait bonus on all saving throws against charm and compulsion effects.,
http://www.d20pfsrd.com/traits/faith-traits/blessed,Blessed,Basic,Faith,Blessed,Blessed,,,,,,,,"Once per day as a swift action, you gain a +1 trait bonus on all saving throws for 1 round.",
http://www.d20pfsrd.com/traits/faith-traits/blessed-touch-faith,Blessed Touch,Basic,Faith,Blessed Touch,Blessed Touch,,,,,,,,"You heal 1 additional point of damage when using lay on hands, channeling energy, or casting a cure spell.",
http://www.d20pfsrd.com/traits/faith-traits/called,Called,Basic,Faith,Called,Called,,,,,,,,"Once per day upon rolling a natural 1 on an attack roll, you may reroll the die and take the second result instead.",
http://www.d20pfsrd.com/traits/faith-traits/caretaker,Caretaker,Basic,Faith,Caretaker,Caretaker,,,,,,,,"You gain a +1 trait bonus on Heal checks, and Heal is always a class skill for you.",
http://www.d20pfsrd.com/traits/faith-traits/child-of-the-temple,Child of the Temple,Basic,Faith,Child of the Temple,Child of the Temple,,,,,,,,"You gain a +1 trait bonus on Knowledge (nobility and royalty) and Knowledge (religion) checks, and one of these skills (your choice) is always a class skill for you.",
http://www.d20pfsrd.com/traits/faith-traits/chosen-one-faith,Chosen One,Basic,Faith,Chosen One,Chosen One,,,,,,,,"You may cast light once per day as a spell-like ability (caster level 1st), and you begin play with a masterwork longsword. In addition, whenever light is cast upon this sword, the radius of light and its duration is doubled.",
http://www.d20pfsrd.com/traits/faith-traits/defy-madness-old-cults,Defy Madness,Basic,Faith,Defy Madness,Defy Madness,,,,,Old Cults,,Old Cults,"You gain a +1 trait bonus on any saving throws against confusion, insanity, madness, and Wisdom damage and drain.",
http://www.d20pfsrd.com/traits/faith-traits/devoted-healer,Devoted Healer,Basic,Faith,Devoted Healer,Devoted Healer,,,,,,,,"Whenever you take 20 on a Heal check to treat deadly wounds, you restore an additional 1d4 hit points to those you aid.",
http://www.d20pfsrd.com/traits/faith-traits/devotee-of-the-green,Devotee of the Green,Basic,Faith,Devotee of the Green,Devotee of the Green,,,,,,,,"You gain a +1 trait bonus on Knowledge (geography) and Knowledge (nature) checks, and one of these skills (your choice) is always a class skill for you.",
http://www.d20pfsrd.com/traits/faith-traits/disdainful-defender,Disdainful Defender,Basic,Faith,Disdainful Defender,Disdainful Defender,,,,,,,,You gain a +2 trait bonus on all Will saves you attempt against divine spells. This bonus does not apply against divine spells cast by a caster who worships the same deity you do.,
http://www.d20pfsrd.com/traits/faith-traits/ease-of-faith,Ease of Faith,Basic,Faith,Ease of Faith,Ease of Faith,,,,,,,,"You gain a +1 bonus on Diplomacy checks, and Diplomacy is always a class skill for you.",
http://www.d20pfsrd.com/traits/faith-traits/exalted-of-the-society-cleric-pathfinder-society,Exalted of the Society,Basic,Faith,Exalted of the Society,Exalted of the Society,,,Cleric,,Society,,,You may channel energy 1 additional time per day.,
http://www.d20pfsrd.com/traits/faith-traits/faithful-feedback-any-religion,Faithful Feedback,Basic,Faith,Faithful Feedback,Faithful Feedback,,,,,,,,"Whenever you cast a spell belonging to the healing subschool on someone of your religion, increase the hit points healed by +1.",
http://www.d20pfsrd.com/traits/faith-traits/fate-s-favored,Fate's Favored,Basic,Faith,Fate's Favored,Fate's Favored,,,,,,,,"Whenever you gain a luck bonus, that bonus increases by 1.",
http://www.d20pfsrd.com/traits/faith-traits/fearless-defiance,Fearless Defiance,Basic,Faith,Fearless Defiance,Fearless Defiance,,,,,,,,"You gain a +1 trait bonus on all saving throws against fear effects. In addition, if you successfully save against such an effect, you receive a +1 trait bonus on attack rolls against your favored enemies for 1 round.",
http://www.d20pfsrd.com/traits/faith-traits/first-memories-gnome-faith,First Memories,Basic,Faith,First Memories,First Memories,Gnome,,,,,,,"You do not gain the normal spell-like abilities for the gnome magic racial trait. Instead, if you have a Wisdom of 11 of higher, you gain the following spell-like abilities: 1/day—detect poison, know direction, stabilize, and speak with animals. The caster level for these effects is equal to your character level. The DC for these spells is equal to 10 + the spell’s level + your Wisdom modifier.",
http://www.d20pfsrd.com/traits/faith-traits/focused-disciple,Focused Disciple,Basic,Faith,Focused Disciple,Focused Disciple,,,,,,,,You gain a +2 trait bonus on saving throws against charm and compulsion effects.,
http://www.d20pfsrd.com/traits/faith-traits/history-of-heresy,History of Heresy,Basic,Faith,History of Heresy,History of Heresy,,,,,,,,"As long as you do not possess any levels in a class that grants divine spellcasting power, you gain a +1 trait bonus on all saving throws made against divine spells.",
http://www.d20pfsrd.com/traits/faith-traits/honest,Honest,Basic,Faith,Honest,Honest,,,,,,,,You gain a +1 trait bonus on Diplomacy checks. This bonus increases to +2 when the Diplomacy check is made to influence those who are already friendly or helpful toward you.,
http://www.d20pfsrd.com/traits/faith-traits/indomitable-faith,Indomitable Faith,Basic,Faith,Indomitable Faith,Indomitable Faith,,,,,,,,You gain a +1 trait bonus on Will saving throws.,
http://www.d20pfsrd.com/traits/faith-traits/inspired,Inspired,Basic,Faith,Inspired,Inspired,,,,,,,,"Once per day as a free action, roll twice and take the better result on a skill check or ability check.",
http://www.d20pfsrd.com/traits/faith-traits/irrepressible,Irrepressible,Basic,Faith,Irrepressible,Irrepressible,,,,,,,,You can use your Charisma modifier in place of your Wisdom modifier when attempting Will saving throws against charm and compulsion effects.,
http://www.d20pfsrd.com/traits/faith-traits/loyalty-across-lifetimes,Loyalty across Lifetimes,Basic,Faith,Loyalty across Lifetimes,Loyalty across Lifetimes,,,,,,,,"Your eidolon treats its Constitution score as if it were 2 points higher for the purposes of determining when its negative hit point total sends it back to its home plane. In addition, your eidolon gains a +1 trait bonus on Will saving throws against enchantment spells and effects.",
http://www.d20pfsrd.com/traits/faith-traits/martial-manuscript,Martial Manuscript,Basic,Faith,Martial Manuscript,Martial Manuscript,,,,,,,,You gain a +2 trait bonus on rolls to confirm critical hits when you're using an unarmed strike or monk weapon.,
http://www.d20pfsrd.com/traits/faith-traits/mystery-initiate,Mystery Initiate,Basic,Faith,Mystery Initiate,Mystery Initiate,,,,,,,,"Once per day, you may reroll any Knowledge skill check. You must decide to use this ability after the first roll is made but before the results are revealed. You must take the second result, even if it is worse.",
http://www.d20pfsrd.com/traits/faith-traits/necrotic-aura-whispering-way,Necrotic Aura,Basic,Faith,Necrotic Aura,Necrotic Aura,,,,,Group,,,You gain a +1 trait bonus on saving throws against spells from the necromancy school or any effect that deals negative energy damage.,
http://www.d20pfsrd.com/traits/faith-traits/oathbound,Oathbound,Basic,Faith,Oathbound,Oathbound,,,,,,,,"Once per day, you may reroll a saving throw against a charm or compulsion effect. You must take the second result even if it is worse.",
http://www.d20pfsrd.com/traits/faith-traits/omen,Omen,Basic,Faith,Omen,Omen,,,,,,,,"You gain a +1 trait bonus on Intimidate checks, and Intimidate is always a class skill for you. Once per day, you may attempt to demoralize an opponent as a swift action.",
